Sample,Time_us,Raw_u16,Voltage_V
4929,4929008,31623,1.592369
4930,4930008,19668,0.990378
4931,4931012,12723,0.640664
4932,4932008,13747,0.692227
4933,4933012,22085,1.112085
4934,4934009,34568,1.740664
4935,4935013,46651,2.349100
4936,4936009,53469,2.692419
4937,4937013,52492,2.643222
4938,4938011,44186,2.224976
4939,4939015,31527,1.587535
4940,4940011,19604,0.987155
4941,4941008,12755,0.642275
4942,4942012,13683,0.689004
4943,4943008,21941,1.104834
4944,4944012,34584,1.741469
4945,4945009,46523,2.342655
4946,4946013,53437,2.690808
4947,4947010,52492,2.643222
4948,4948014,44090,2.220142
4949,4949010,31639,1.593175
4950,4950014,19572,0.985544
4951,4951010,12691,0.639052
4952,4952014,13731,0.691421
4953,4953011,22021,1.108862
4954,4954008,34552,1.739858
4955,4955012,46555,2.344266
4956,4956008,53405,2.689196
4957,4957012,52476,2.642417
4958,4958009,44186,2.224976
4959,4959013,31527,1.587535
4960,4960009,19620,0.987961
4961,4961014,12723,0.640664
4962,4962012,13667,0.688199
4963,4963010,21989,1.107251
4964,4964015,34664,1.745498
4965,4965012,46587,2.345878
4966,4966008,53405,2.689196
4967,4967012,52508,2.644028
4968,4968008,44122,2.221753
4969,4969014,31351,1.578672
4970,4970012,19412,0.977487
4971,4971009,12803,0.644692
4972,4972013,13699,0.689810
4973,4973009,22005,1.108057
4974,4974013,34696,1.747109
4975,4975009,46555,2.344266
4976,4976013,53357,2.686780
4977,4977010,52508,2.644028
4978,4978014,44122,2.221753
4979,4979011,31543,1.588340
4980,4980015,19556,0.984738
4981,4981011,12755,0.642275
4982,4982008,13667,0.688199
4983,4983012,22037,1.109668
4984,4984008,34616,1.743081
4985,4985013,46587,2.345878
4986,4986010,53341,2.685974
4987,4987014,52524,2.644834
4988,4988010,44250,2.228198
4989,4989014,31543,1.588340
4990,4990011,19556,0.984738
4991,4991015,12723,0.640664
4992,4992011,13715,0.690616
4993,4993009,22005,1.108057
4994,4994015,34664,1.745498
4995,4995011,46539,2.343460
4996,4996015,53453,2.691614
4997,4997011,52460,2.641611
4998,4998008,44170,2.224170
4999,4999012,31591,1.590758
5000,5000008,19492,0.981515
5001,5001014,12547,0.631801
5002,5002011,13651,0.687393
5003,5003015,22021,1.108862
5004,5004011,34392,1.731801
5005,5005008,46411,2.337015
5006,5006012,53309,2.684362
5007,5007008,52620,2.649668
5008,5008012,44186,2.224976
5009,5009011,31655,1.593980
5010,5010008,19684,0.991183
5011,5011012,12819,0.645498
5012,5012008,13699,0.689810
5013,5013012,22053,1.110474
5014,5014009,34552,1.739858
5015,5015013,46635,2.348295
5016,5016009,53453,2.691614
5017,5017015,52476,2.642417
5018,5018012,44202,2.225782
5019,5019009,31639,1.593175
5020,5020013,19620,0.987961
5021,5021009,12803,0.644692
5022,5022013,13715,0.690616
5023,5023010,21989,1.107251
5024,5024014,34632,1.743886
5025,5025012,46523,2.342655
5026,5026010,53389,2.688391
5027,5027014,52444,2.640806
5028,5028010,44154,2.223364
5029,5029014,31543,1.588340
5030,5030011,19540,0.983932
5031,5031015,12691,0.639052
5032,5032011,13571,0.683365
5033,5033011,21989,1.107251
5034,5034009,34552,1.739858
5035,5035013,46587,2.345878
5036,5036009,53405,2.689196
5037,5037013,52332,2.635166
5038,5038009,44138,2.222559
5039,5039013,31559,1.589146
5040,5040010,19572,0.985544
5041,5041009,12755,0.642275
5042,5042015,13667,0.688199
5043,5043013,22021,1.108862
5044,5044010,34568,1.740664
5045,5045014,46539,2.343460
5046,5046010,53389,2.688391
5047,5047014,52460,2.641611
5048,5048010,44122,2.221753
5049,5049010,31527,1.587535
5050,5050009,19604,0.987155
5051,5051013,12723,0.640664
5052,5052009,13523,0.680948
5053,5053013,21861,1.100806
5054,5054009,34600,1.742275
5055,5055013,46619,2.347489
5056,5056010,53421,2.690002
5057,5057009,52524,2.644834
5058,5058014,44106,2.220948
5059,5059010,31575,1.589952
5060,5060014,19556,0.984738
5061,5061011,12723,0.640664
5062,5062015,13667,0.688199
5063,5063011,21877,1.101611
5064,5064015,34600,1.742275
5065,5065015,46571,2.345072
5066,5066013,53373,2.687585
5067,5067009,52492,2.643222
5068,5068013,44074,2.219336
5069,5069010,31415,1.581895
5070,5070014,19396,0.976681
5071,5071010,12803,0.644692
5072,5072014,13747,0.692227
5073,5073015,22005,1.108057
5074,5074014,34696,1.747109
5075,5075011,46683,2.350712
5076,5076008,53565,2.697253
5077,5077012,52604,2.648862
5078,5078008,44394,2.235450
5079,5079012,31623,1.592369
5080,5080009,19684,0.991183
5081,5081010,12675,0.638247
5082,5082015,13523,0.680948
5083,5083011,21813,1.098389
5084,5084008,34648,1.744692
5085,5085012,46699,2.351518
5086,5086008,53517,2.694836
5087,5087012,52556,2.646445
5088,5088009,44250,2.228198
5089,5089010,31607,1.591563
5090,5090009,19604,0.987155
5091,5091013,12787,0.643886
5092,5092010,13715,0.690616
5093,5093014,22037,1.109668
5094,5094010,34536,1.739052
5095,5095014,46635,2.348295
5096,5096010,53453,2.691614
5097,5097012,52748,2.656113
5098,5098010,44170,2.224170
5099,5099014,31511,1.586729
5100,5100010,19604,0.987155
5101,5101014,12771,0.643081
5102,5102010,13651,0.687393
5103,5103014,22053,1.110474
5104,5104011,34568,1.740664
5105,5105013,46635,2.348295
5106,5106012,53437,2.690808
5107,5107008,52556,2.646445
5108,5108012,44138,2.222559
5109,5109009,31575,1.589952
5110,5110013,19604,0.987155
5111,5111009,12787,0.643886
5112,5112013,13731,0.691421
5113,5113008,22165,1.116114
5114,5114014,34664,1.745498
5115,5115010,46667,2.349906
5116,5116014,53533,2.695642
5117,5117010,52556,2.646445
5118,5118014,44202,2.225782
5119,5119011,31639,1.593175
5120,5120015,19588,0.986349
5121,5121010,12803,0.644692
5122,5122009,13635,0.686587
5123,5123014,22069,1.111280
5124,5124010,34600,1.742275
5125,5125014,46619,2.347489
5126,5126010,53437,2.690808
5127,5127014,52492,2.643222
5128,5128011,44202,2.225782
5129,5129013,31591,1.590758
5130,5130011,19604,0.987155
5131,5131015,12771,0.643081
5132,5132011,13699,0.689810
5133,5133008,22037,1.109668
5134,5134012,34616,1.743081
5135,5135008,46539,2.343460
5136,5136012,53437,2.690808
5137,5137015,52508,2.644028
5138,5138012,44122,2.221753
5139,5139009,31703,1.596397
5140,5140013,19604,0.987155
5141,5141009,12771,0.643081
5142,5142013,13699,0.689810
5143,5143009,22005,1.108057
5144,5144013,34600,1.742275
5145,5145008,46523,2.342655
5146,5146013,53389,2.688391
5147,5147009,52508,2.644028
5148,5148013,44170,2.224170
5149,5149010,31607,1.591563
5150,5150014,19524,0.983127
5151,5151010,12787,0.643886
5152,5152014,13715,0.690616
5153,5153011,21989,1.107251
5154,5154010,34552,1.739858
5155,5155014,46603,2.346684
5156,5156010,53357,2.686780
5157,5157014,52460,2.641611
5158,5158011,44106,2.220948
5159,5159015,31527,1.587535
5160,5160011,19604,0.987155
5161,5161015,12675,0.638247
5162,5162013,13619,0.685782
5163,5163009,21957,1.105640
5164,5164013,34600,1.742275
5165,5165010,46459,2.339432
5166,5166014,53421,2.690002
5167,5167010,52492,2.643222
5168,5168014,44138,2.222559
5169,5169010,31511,1.586729
5170,5170008,19524,0.983127
5171,5171012,12723,0.640664
5172,5172009,13475,0.678531
5173,5173013,22021,1.108862
5174,5174009,34536,1.739052
5175,5175013,46587,2.345878
5176,5176009,53341,2.685974
5177,5177015,52428,2.640000
5178,5178012,44026,2.216919
5179,5179008,31495,1.585924
5180,5180012,19492,0.981515
5181,5181009,12643,0.636635
5182,5182013,13603,0.684976
5183,5183009,22005,1.108057
5184,5184013,34504,1.737441
5185,5185009,46635,2.348295
5186,5186015,53469,2.692419
5187,5187011,52540,2.645640
5188,5188008,44362,2.233838
5189,5189012,31607,1.591563
5190,5190008,19604,0.987155
5191,5191012,12771,0.643081
5192,5192009,13683,0.689004
5193,5193013,21989,1.107251
5194,5194011,34568,1.740664
5195,5195015,46619,2.347489
5196,5196012,53437,2.690808
5197,5197008,52492,2.643222
5198,5198012,44154,2.223364
5199,5199008,31639,1.593175
5200,5200012,19588,0.986349
5201,5201010,12755,0.642275
5202,5202008,13667,0.688199
5203,5203013,22037,1.109668
5204,5204009,34552,1.739858
5205,5205013,46523,2.342655
5206,5206009,53389,2.688391
5207,5207013,52476,2.642417
5208,5208010,44138,2.222559
5209,5209008,31511,1.586729
5210,5210013,19524,0.983127
5211,5211010,12515,0.630190
5212,5212014,13747,0.692227
5213,5213010,21765,1.095972
5214,5214014,34488,1.736635
5215,5215010,46619,2.347489
5216,5216014,53325,2.685168
5217,5217012,52572,2.647251
5218,5218010,44090,2.220142
5219,5219015,31431,1.582701
5220,5220012,19524,0.983127
5221,5221008,12611,0.635024
5222,5222012,13539,0.681753
5223,5223008,21797,1.097583
5224,5224012,34456,1.735024
5225,5225011,46475,2.340238
5226,5226010,53485,2.693225
5227,5227014,52572,2.647251
5228,5228010,44154,2.223364
5229,5229014,31559,1.589146
5230,5230010,19732,0.993600
5231,5231014,12771,0.643081
5232,5232011,13683,0.689004
5233,5233010,21973,1.106445
5234,5234014,34632,1.743886
5235,5235010,46603,2.346684
5236,5236014,53469,2.692419
5237,5237011,52556,2.646445
5238,5238015,44106,2.220948
5239,5239011,31607,1.591563
5240,5240015,19572,0.985544
5241,5241014,12755,0.642275
5242,5242013,13667,0.688199
5243,5243009,21973,1.106445
5244,5244013,34632,1.743886
5245,5245009,46555,2.344266
5246,5246013,53453,2.691614
5247,5247010,52492,2.643222
5248,5248014,44106,2.220948
5249,5249013,31447,1.583506
5250,5250010,19508,0.982321
5251,5251014,12723,0.640664
5252,5252011,13651,0.687393
5253,5253015,22037,1.109668
5254,5254011,34520,1.738247
5255,5255015,46603,2.346684
5256,5256011,53357,2.686780
5257,5257011,52460,2.641611
5258,5258009,44170,2.224170
5259,5259012,31575,1.589952
5260,5260009,19604,0.987155
5261,5261013,12755,0.642275
5262,5262009,13635,0.686587
5263,5263013,22005,1.108057
5264,5264009,34456,1.735024
5265,5265008,46555,2.344266
5266,5266013,53373,2.687585
5267,5267009,52492,2.643222
5268,5268013,44266,2.229004
5269,5269009,31543,1.588340
5270,5270013,19556,0.984738
5271,5271010,12755,0.642275
5272,5272014,13683,0.689004
5273,5273014,22037,1.109668
5274,5274013,34600,1.742275
5275,5275010,46555,2.344266
5276,5276014,53389,2.688391
5277,5277010,52444,2.640806
5278,5278014,44074,2.219336
5279,5279011,31671,1.594786
5280,5280015,19332,0.973458
5281,5281015,12675,0.638247
5282,5282013,13651,0.687393
5283,5283009,22037,1.109668
5284,5284013,34536,1.739052
5285,5285009,46443,2.338627
5286,5286013,53261,2.681946
5287,5287010,52332,2.635166
5288,5288014,44218,2.226587
5289,5289014,31543,1.588340
5290,5290014,19556,0.984738
5291,5291011,12787,0.643886
5292,5292015,13715,0.690616
5293,5293011,22037,1.109668
5294,5294015,34648,1.744692
5295,5295011,46619,2.347489
5296,5296008,53453,2.691614
5297,5297010,52620,2.649668
5298,5298010,44282,2.229810
5299,5299014,31623,1.592369
5300,5300010,19652,0.989572
5301,5301014,12755,0.642275
5302,5302011,13699,0.689810
5303,5303015,22117,1.113696
5304,5304011,34648,1.744692
5305,5305012,46667,2.349906
5306,5306009,53501,2.694030
5307,5307013,52556,2.646445
5308,5308009,44266,2.229004
5309,5309013,31559,1.589146
5310,5310010,19604,0.987155
5311,5311014,12771,0.643081
5312,5312010,13699,0.689810
5313,5313011,21957,1.105640
5314,5314008,34552,1.739858
5315,5315012,46715,2.352323
5316,5316008,53533,2.695642
5317,5317012,52396,2.638389
5318,5318009,44170,2.224170
5319,5319013,31447,1.583506
5320,5320009,19492,0.981515
5321,5321011,12563,0.632607
5322,5322009,13491,0.679336
5323,5323012,21925,1.104028
5324,5324009,34696,1.747109
5325,5325013,46443,2.338627
5326,5326009,53485,2.693225
5327,5327013,52684,2.652891
5328,5328009,44298,2.230616
5329,5329011,31591,1.590758
5330,5330008,19844,0.999240
5331,5331012,12707,0.639858
5332,5332009,13619,0.685782
5333,5333013,21845,1.100000
5334,5334009,34424,1.733413
5335,5335013,46523,2.342655
5336,5336009,53180,2.677867
5337,5337012,52572,2.647251
5338,5338010,44234,2.227393
5339,5339014,31671,1.594786
5340,5340010,19620,0.987961
5341,5341014,12787,0.643886
5342,5342011,13683,0.689004
5343,5343015,22085,1.112085
5344,5344011,34632,1.743886
5345,5345013,46571,2.345072
5346,5346012,53389,2.688391
5347,5347010,52572,2.647251
5348,5348014,44090,2.220142
5349,5349010,31575,1.589952
5350,5350014,19524,0.983127
5351,5351011,12739,0.641469
5352,5352015,13699,0.689810
5353,5353011,21989,1.107251
5354,5354015,34536,1.739052
5355,5355012,46635,2.348295
5356,5356008,53325,2.685168
5357,5357012,52460,2.641611
5358,5358008,44154,2.223364
5359,5359012,31447,1.583506
5360,5360009,19556,0.984738
5361,5361012,12563,0.632607
5362,5362011,13491,0.679336
5363,5363015,22005,1.108057
5364,5364011,34504,1.737441
5365,5365015,46507,2.341849
5366,5366011,53357,2.686780
5367,5367008,52412,2.639194
5368,5368012,43978,2.214502
5369,5369016,31367,1.579478
5370,5370013,19396,0.976681
5371,5371009,12499,0.629384
5372,5372013,13715,0.690616
5373,5373010,22037,1.109668
5374,5374014,34712,1.747915
5375,5375010,46667,2.349906
5376,5376014,53293,2.683557
5377,5377010,52540,2.645640
5378,5378015,44090,2.220142
5379,5379011,31431,1.582701
5380,5380008,19716,0.992795
5381,5381012,12787,0.643886
5382,5382008,13747,0.692227
5383,5383012,22085,1.112085
5384,5384009,34600,1.742275
5385,5385012,46635,2.348295
5386,5386011,53357,2.686780
5387,5387008,52460,2.641611
5388,5388012,44138,2.222559
5389,5389009,31511,1.586729
5390,5390013,19572,0.985544
5391,5391009,12771,0.643081
5392,5392013,13667,0.688199
5393,5393010,21957,1.105640
5394,5394015,34632,1.743886
5395,5395011,46523,2.342655
5396,5396015,53244,2.681089
5397,5397012,52508,2.644028
5398,5398008,44298,2.230616
5399,5399012,31655,1.593980
5400,5400008,19748,0.994406
5401,5401013,12515,0.630190
5402,5402011,13635,0.686587
5403,5403015,21925,1.104028
5404,5404011,34440,1.734218
5405,5405008,46555,2.344266
5406,5406012,53293,2.683557
5407,5407008,52588,2.648057
5408,5408012,44250,2.228198
5409,5409009,31639,1.593175
5410,5410010,19636,0.988766
5411,5411014,12819,0.645498
5412,5412011,13715,0.690616
5413,5413015,22085,1.112085
5414,5414011,34632,1.743886
5415,5415008,46571,2.345072
5416,5416012,53565,2.697253
5417,5417009,52588,2.648057
5418,5418009,44250,2.228198
5419,5419013,31655,1.593980
5420,5420009,19636,0.988766
5421,5421013,12787,0.643886
5422,5422010,13715,0.690616
5423,5423014,22053,1.110474
5424,5424010,34600,1.742275
5425,5425009,46523,2.342655
5426,5426014,53421,2.690002
5427,5427010,52524,2.644834
5428,5428014,44122,2.221753
5429,5429010,31559,1.589146
5430,5430014,19700,0.991989
5431,5431011,12739,0.641469
5432,5432015,13715,0.690616
5433,5433013,22021,1.108862
5434,5434011,34648,1.744692
5435,5435015,46571,2.345072
5436,5436011,53357,2.686780
5437,5437015,52492,2.643222
5438,5438011,44106,2.220948
5439,5439008,31639,1.593175
5440,5440012,19540,0.983932
5441,5441009,12755,0.642275
5442,5442014,13667,0.688199
5443,5443011,21957,1.105640
5444,5444015,34584,1.741469
5445,5445011,46315,2.332181
5446,5446015,53437,2.690808
5447,5447011,52460,2.641611
5448,5448008,44218,2.226587
5449,5449014,31463,1.584312
5450,5450010,19524,0.983127
5451,5451014,12723,0.640664
5452,5452011,13507,0.680142
5453,5453015,21925,1.104028
5454,5454011,34616,1.743081
5455,5455015,46635,2.348295
5456,5456011,53405,2.689196
5457,5457010,52508,2.644028
5458,5458014,44122,2.221753
5459,5459010,31639,1.593175
5460,5460014,19556,0.984738
5461,5461011,12755,0.642275
5462,5462015,13747,0.692227
5463,5463011,22021,1.108862
5464,5464015,34632,1.743886
5465,5465014,46523,2.342655
5466,5466011,53373,2.687585
5467,5467014,52492,2.643222
5468,5468011,44090,2.220142
5469,5469015,31543,1.588340
5470,5470011,19604,0.987155
5471,5471015,12915,0.650332
5472,5472011,13699,0.689810
5473,5473011,21957,1.105640
5474,5474009,34440,1.734218
5475,5475013,46603,2.346684
5476,5476009,53389,2.688391
5477,5477013,52444,2.640806
5478,5478010,44170,2.224170
5479,5479014,31527,1.587535
5480,5480010,19620,0.987961
5481,5481009,12579,0.633413
5482,5482014,13539,0.681753
5483,5483011,22053,1.110474
5484,5484015,34728,1.748720
5485,5485011,46667,2.349906
5486,5486015,53485,2.693225
5487,5487011,52492,2.643222
5488,5488008,44218,2.226587
5489,5489008,31559,1.589146
5490,5490013,19540,0.983932
5491,5491009,12739,0.641469
5492,5492013,13651,0.687393
5493,5493010,21957,1.105640
5494,5494014,34504,1.737441
5495,5495010,46459,2.339432
5496,5496014,53405,2.689196
5497,5497015,52476,2.642417
5498,5498012,44122,2.221753
5499,5499009,31575,1.589952
5500,5500013,19412,0.977487
5501,5501009,12739,0.641469
5502,5502013,13747,0.692227
5503,5503009,22053,1.110474
5504,5504013,34728,1.748720
5505,5505014,46667,2.349906
5506,5506013,53533,2.695642
5507,5507010,52572,2.647251
5508,5508014,44138,2.222559
5509,5509010,31591,1.590758
5510,5510014,19588,0.986349
5511,5511011,12755,0.642275
5512,5512015,13715,0.690616
5513,5513009,21909,1.103223
5514,5514013,34648,1.744692
5515,5515009,46507,2.341849
5516,5516013,53357,2.686780
5517,5517010,52524,2.644834
5518,5518014,43946,2.212891
5519,5519010,31447,1.583506
5520,5520014,19492,0.981515
5521,5521014,12627,0.635830
5522,5522013,13715,0.690616
5523,5523010,22021,1.108862
5524,5524014,34712,1.747915
5525,5525010,46603,2.346684
5526,5526014,53469,2.692419
5527,5527010,52588,2.648057
5528,5528014,44234,2.227393
5529,5529015,31591,1.590758
5530,5530012,19636,0.988766
5531,5531008,12803,0.644692
5532,5532012,13731,0.691421
5533,5533009,22021,1.108862
5534,5534013,34648,1.744692
5535,5535009,46651,2.349100
5536,5536013,53565,2.697253
5537,5537014,52540,2.645640
5538,5538013,44090,2.220142
5539,5539010,31687,1.595592
5540,5540014,19604,0.987155
5541,5541010,12771,0.643081
5542,5542014,13587,0.684170
5543,5543010,21829,1.099194
5544,5544014,34456,1.735024
5545,5545009,46539,2.343460
5546,5546014,53517,2.694836
5547,5547011,52652,2.651280
5548,5548015,44234,2.227393
5549,5549011,31639,1.593175
5550,5550015,19524,0.983127
5551,5551011,12691,0.639052
5552,5552008,13603,0.684976
5553,5553011,21925,1.104028
5554,5554009,34520,1.738247
5555,5555013,46507,2.341849
5556,5556009,53357,2.686780
5557,5557013,52460,2.641611
5558,5558009,44090,2.220142
5559,5559013,31511,1.586729
5560,5560010,19524,0.983127
5561,5561011,12707,0.639858
5562,5562009,13587,0.684170
5563,5563013,22005,1.108057
5564,5564009,34456,1.735024
5565,5565013,46507,2.341849
5566,5566009,53325,2.685168
5567,5567013,52572,2.647251
5568,5568010,44234,2.227393
5569,5569013,31415,1.581895
5570,5570011,19460,0.979904
5571,5571015,12691,0.639052
5572,5572012,13475,0.678531
5573,5573008,21925,1.104028
5574,5574012,34504,1.737441
5575,5575008,46603,2.346684
5576,5576012,53277,2.682751
5577,5577015,52428,2.640000
5578,5578014,44122,2.221753
5579,5579010,31447,1.583506
5580,5580014,19412,0.977487
5581,5581011,12739,0.641469
5582,5582015,13539,0.681753
5583,5583011,22021,1.108862
5584,5584015,34600,1.742275
5585,5585012,46619,2.347489
5586,5586009,53453,2.691614
5587,5587013,52540,2.645640
5588,5588009,44266,2.229004
5589,5589013,31639,1.593175
5590,5590010,19620,0.987961
5591,5591014,12819,0.645498
5592,5592010,13715,0.690616
5593,5593012,22069,1.111280
5594,5594009,34504,1.737441
5595,5595013,46459,2.339432
5596,5596009,53293,2.683557
5597,5597013,52460,2.641611
5598,5598010,44106,2.220948
5599,5599014,31559,1.589146
5600,5600010,19604,0.987155
5601,5601013,12723,0.640664
5602,5602010,13667,0.688199
5603,5603014,22021,1.108862
5604,5604010,34568,1.740664
5605,5605014,46635,2.348295
5606,5606010,53533,2.695642
5607,5607014,52396,2.638389
5608,5608011,44090,2.220142
5609,5609014,31607,1.591563
5610,5610013,19588,0.986349
5611,5611010,12771,0.643081
5612,5612014,13731,0.691421
5613,5613010,22005,1.108057
5614,5614014,34616,1.743081
5615,5615010,46587,2.345878
5616,5616014,53533,2.695642
5617,5617011,52380,2.637583
5618,5618009,44074,2.219336
5619,5619013,31607,1.591563
5620,5620009,19684,0.991183
5621,5621013,12771,0.643081
5622,5622009,13619,0.685782
5623,5623013,22053,1.110474
5624,5624010,34600,1.742275
5625,5625014,46683,2.350712
5626,5626011,53405,2.689196
5627,5627015,52508,2.644028
5628,5628011,44250,2.228198
5629,5629008,31655,1.593980
5630,5630012,19620,0.987961
5631,5631008,12771,0.643081
5632,5632012,13731,0.691421
5633,5633010,21973,1.106445
5634,5634014,34616,1.743081
5635,5635011,46539,2.343460
5636,5636015,53437,2.690808
5637,5637011,52508,2.644028
5638,5638015,44090,2.220142
5639,5639011,31623,1.592369
5640,5640008,19556,0.984738
5641,5641013,12579,0.633413
5642,5642013,13555,0.682559
5643,5643010,21893,1.102417
5644,5644014,34472,1.735830
5645,5645010,46571,2.345072
5646,5646014,53357,2.686780
5647,5647011,52444,2.640806
5648,5648015,44058,2.218530
5649,5649012,31463,1.584312
5650,5650011,19396,0.976681
5651,5651008,12675,0.638247
5652,5652012,13635,0.686587
5653,5653008,21989,1.107251
5654,5654012,34696,1.747109
5655,5655009,46651,2.349100
5656,5656013,53533,2.695642
5657,5657010,52636,2.650474
5658,5658015,44250,2.228198
5659,5659011,31687,1.595592
5660,5660015,19556,0.984738
5661,5661012,12755,0.642275
5662,5662008,13699,0.689810
5663,5663012,22101,1.112891
5664,5664008,34664,1.745498
5665,5665013,46667,2.349906
5666,5666011,53549,2.696448
5667,5667015,52604,2.648862
5668,5668011,44282,2.229810
5669,5669015,31607,1.591563
5670,5670011,19652,0.989572
5671,5671008,12803,0.644692
5672,5672012,13715,0.690616
5673,5673009,21973,1.106445
5674,5674013,34728,1.748720
5675,5675010,46651,2.349100
5676,5676014,53485,2.693225
5677,5677010,52540,2.645640
5678,5678014,44170,2.224170
5679,5679011,31607,1.591563
5680,5680015,19572,0.985544
5681,5681013,12547,0.631801
5682,5682010,13699,0.689810
5683,5683014,22053,1.110474
5684,5684010,34584,1.741469
5685,5685014,46555,2.344266
5686,5686010,53405,2.689196
5687,5687014,52428,2.640000
5688,5688011,44170,2.224170
5689,5689011,31511,1.586729
5690,5690008,19540,0.983932
5691,5691012,12627,0.635830
5692,5692009,13491,0.679336
5693,5693013,21861,1.100806
5694,5694009,34568,1.740664
5695,5695013,46491,2.341044
5696,5696009,53373,2.687585
5697,5697008,52428,2.640000
5698,5698012,44074,2.219336
5699,5699009,31479,1.585118
5700,5700013,19476,0.980709
5701,5701009,12723,0.640664
5702,5702013,13747,0.692227
5703,5703010,22021,1.108862
5704,5704014,34728,1.748720
5705,5705013,46523,2.342655
5706,5706010,53389,2.688391
5707,5707014,52460,2.641611
5708,5708010,44042,2.217725
5709,5709014,31527,1.587535
5710,5710011,19652,0.989572
5711,5711015,12755,0.642275
5712,5712011,13715,0.690616
5713,5713012,22053,1.110474
5714,5714009,34616,1.743081
5715,5715013,46667,2.349906
5716,5716009,53501,2.694030
5717,5717013,52492,2.643222
5718,5718009,44266,2.229004
5719,5719013,31559,1.589146
5720,5720010,19588,0.986349
5721,5721009,12691,0.639052
5722,5722014,13699,0.689810
5723,5723011,21989,1.107251
5724,5724015,34616,1.743081
5725,5725011,46571,2.345072
5726,5726015,53325,2.685168
5727,5727011,52508,2.644028
5728,5728008,44154,2.223364
5729,5729015,31399,1.581090
5730,5730013,19444,0.979098
5731,5731010,12483,0.628579
5732,5732014,13539,0.681753
5733,5733010,22037,1.109668
5734,5734014,34632,1.743886
5735,5735010,46427,2.337821
5736,5736014,53309,2.684362
5737,5737014,52380,2.637583
5738,5738011,44026,2.216919
5739,5739015,31431,1.582701
5740,5740011,19412,0.977487
5741,5741008,12547,0.631801
5742,5742012,13587,0.684170
5743,5743008,21797,1.097583
5744,5744012,34552,1.739858
5745,5745014,46651,2.349100
5746,5746011,53469,2.692419
5747,5747015,52540,2.645640
5748,5748011,44186,2.224976
5749,5749015,31527,1.587535
5750,5750011,19604,0.987155
5751,5751008,12787,0.643886
5752,5752012,13667,0.688199
5753,5753013,22005,1.108057
5754,5754010,34552,1.739858
5755,5755013,46603,2.346684
5756,5756010,53389,2.688391
5757,5757014,52508,2.644028
5758,5758010,44186,2.224976
5759,5759014,31559,1.589146
5760,5760010,19572,0.985544
5761,5761012,12659,0.637441
5762,5762010,13667,0.688199
5763,5763014,22053,1.110474
5764,5764010,34600,1.742275
5765,5765014,46571,2.345072
5766,5766010,53357,2.686780
5767,5767014,52444,2.640806
5768,5768011,44090,2.220142
5769,5769012,31415,1.581895
5770,5770010,19508,0.982321
5771,5771015,12739,0.641469
5772,5772011,13571,0.683365
5773,5773015,22101,1.112891
5774,5774011,34680,1.746303
5775,5775008,46651,2.349100
5776,5776012,53277,2.682751
5777,5777014,52524,2.644834
5778,5778011,44282,2.229810
5779,5779015,31623,1.592369
5780,5780011,19652,0.989572
5781,5781008,12835,0.646303
5782,5782012,13715,0.690616
5783,5783008,22005,1.108057
5784,5784012,34664,1.745498
5785,5785015,46635,2.348295
5786,5786013,53469,2.692419
5787,5787010,52604,2.648862
5788,5788014,44250,2.228198
5789,5789010,31639,1.593175
5790,5790014,19556,0.984738
5791,5791010,12819,0.645498
5792,5792014,13731,0.691421
5793,5793009,21941,1.104834
5794,5794014,34456,1.735024
5795,5795010,46651,2.349100
5796,5796014,53469,2.692419
5797,5797011,52636,2.650474
5798,5798015,44186,2.224976
5799,5799011,31671,1.594786
5800,5800015,19620,0.987961
5801,5801011,12787,0.643886
5802,5802008,13715,0.690616
5803,5803012,22053,1.110474
5804,5804008,34568,1.740664
5805,5805012,46603,2.346684
5806,5806009,53373,2.687585
5807,5807013,52508,2.644028
5808,5808009,44234,2.227393
5809,5809012,31575,1.589952
5810,5810012,19604,0.987155
5811,5811009,12787,0.643886
5812,5812013,13667,0.688199
5813,5813009,21941,1.104834
5814,5814013,34664,1.745498
5815,5815010,46619,2.347489
5816,5816014,53437,2.690808
5817,5817009,52524,2.644834
5818,5818013,44202,2.225782
5819,5819010,31671,1.594786
5820,5820014,19540,0.983932
5821,5821010,12819,0.645498
5822,5822014,13411,0.675308
5823,5823010,22037,1.109668
5824,5824014,34616,1.743081
5825,5825010,46539,2.343460
5826,5826015,53453,2.691614
5827,5827011,52540,2.645640
5828,5828008,44202,2.225782
5829,5829012,31559,1.589146
5830,5830008,19652,0.989572
5831,5831012,12787,0.643886
5832,5832008,13651,0.687393
5833,5833012,22005,1.108057
5834,5834011,34568,1.740664
5835,5835009,46539,2.343460
5836,5836013,53421,2.690002
5837,5837009,52460,2.641611
5838,5838013,44026,2.216919
5839,5839010,31527,1.587535
5840,5840014,19508,0.982321
5841,5841010,12547,0.631801
5842,5842015,13555,0.682559
5843,5843011,21925,1.104028
5844,5844015,34616,1.743081
5845,5845011,46507,2.341849
5846,5846008,53405,2.689196
5847,5847012,52508,2.644028
5848,5848008,44138,2.222559
5849,5849012,31511,1.586729
5850,5850011,19572,0.985544
5851,5851015,12739,0.641469
5852,5852011,13651,0.687393
5853,5853008,21909,1.103223
5854,5854012,34440,1.734218
5855,5855008,46571,2.345072
5856,5856012,53309,2.684362
5857,5857010,52540,2.645640
5858,5858008,44202,2.225782
5859,5859012,31527,1.587535
