Sample,Time_us,Raw_u16,Voltage_V
2705,2705012,46587,2.345878
2706,2706010,53405,2.689196
2707,2707014,52460,2.641611
2708,2708010,44090,2.220142
2709,2709014,31367,1.579478
2710,2710011,19380,0.975875
2711,2711015,12659,0.637441
2712,2712011,13635,0.686587
2713,2713011,22005,1.108057
2714,2714010,34696,1.747109
2715,2715014,46731,2.353129
2716,2716010,53549,2.696448
2717,2717014,52620,2.649668
2718,2718010,44202,2.225782
2719,2719014,31543,1.588340
2720,2720011,19620,0.987961
2721,2721009,12819,0.645498
2722,2722013,13667,0.688199
2723,2723010,22005,1.108057
2724,2724014,34680,1.746303
2725,2725010,46619,2.347489
2726,2726014,53469,2.692419
2727,2727010,52508,2.644028
2728,2728014,44090,2.220142
2729,2729014,31527,1.587535
2730,2730011,19604,0.987155
2731,2731015,12739,0.641469
2732,2732011,13715,0.690616
2733,2733015,22069,1.111280
2734,2734011,34584,1.741469
2735,2735008,46555,2.344266
2736,2736012,53341,2.685974
2737,2737011,52396,2.638389
2738,2738009,44122,2.221753
2739,2739013,31575,1.589952
2740,2740010,19636,0.988766
2741,2741014,12803,0.644692
2742,2742010,13763,0.693033
2743,2743014,21941,1.104834
2744,2744010,34696,1.747109
2745,2745011,46587,2.345878
2746,2746009,53453,2.691614
2747,2747013,52716,2.654502
2748,2748010,44218,2.226587
2749,2749014,31559,1.589146
2750,2750010,19604,0.987155
2751,2751014,12755,0.642275
2752,2752010,13715,0.690616
2753,2753010,22053,1.110474
2754,2754015,34712,1.747915
2755,2755011,46683,2.350712
2756,2756008,53501,2.694030
2757,2757012,52380,2.637583
2758,2758008,44266,2.229004
2759,2759012,31607,1.591563
2760,2760008,19636,0.988766
2761,2761008,12771,0.643081
2762,2762012,13763,0.693033
2763,2763009,22069,1.111280
2764,2764013,34728,1.748720
2765,2765009,46683,2.350712
2766,2766013,53517,2.694836
2767,2767009,52524,2.644834
2768,2768013,44074,2.219336
2769,2769013,31543,1.588340
2770,2770009,19636,0.988766
2771,2771013,12739,0.641469
2772,2772010,13715,0.690616
2773,2773014,22085,1.112085
2774,2774010,34632,1.743886
2775,2775014,46667,2.349906
2776,2776010,53421,2.690002
2777,2777011,52476,2.642417
2778,2778009,44170,2.224170
2779,2779013,31543,1.588340
2780,2780009,19572,0.985544
2781,2781013,12755,0.642275
2782,2782010,13699,0.689810
2783,2783014,22069,1.111280
2784,2784010,34584,1.741469
2785,2785011,46635,2.348295
2786,2786009,53405,2.689196
2787,2787013,52460,2.641611
2788,2788009,44138,2.222559
2789,2789013,31543,1.588340
2790,2790010,19620,0.987961
2791,2791014,12755,0.642275
2792,2792010,13683,0.689004
2793,2793011,22101,1.112891
2794,2794009,34616,1.743081
2795,2795013,46667,2.349906
2796,2796010,53469,2.692419
2797,2797014,52572,2.647251
2798,2798010,44234,2.227393
2799,2799014,31559,1.589146
2800,2800010,19572,0.985544
2801,2801012,12755,0.642275
2802,2802011,13731,0.691421
2803,2803008,22037,1.109668
2804,2804012,34728,1.748720
2805,2805009,46699,2.351518
2806,2806013,53549,2.696448
2807,2807009,52508,2.644028
2808,2808013,44154,2.223364
2809,2809015,31527,1.587535
2810,2810013,19588,0.986349
2811,2811010,12755,0.642275
2812,2812014,13731,0.691421
2813,2813010,22005,1.108057
2814,2814014,34584,1.741469
2815,2815010,46555,2.344266
2816,2816014,53405,2.689196
2817,2817008,52524,2.644834
2818,2818013,44122,2.221753
2819,2819009,31559,1.589146
2820,2820013,19556,0.984738
2821,2821009,12739,0.641469
2822,2822013,13715,0.690616
2823,2823010,22021,1.108862
2824,2824014,34632,1.743886
2825,2825008,46571,2.345072
2826,2826012,53405,2.689196
2827,2827009,52460,2.641611
2828,2828013,44090,2.220142
2829,2829009,31399,1.581090
2830,2830013,19412,0.977487
2831,2831009,12579,0.633413
2832,2832013,13651,0.687393
2833,2833015,21957,1.105640
2834,2834013,34504,1.737441
2835,2835009,46651,2.349100
2836,2836013,53533,2.695642
2837,2837009,52588,2.648057
2838,2838013,44234,2.227393
2839,2839010,31623,1.592369
2840,2840014,19572,0.985544
2841,2841008,12803,0.644692
2842,2842015,13779,0.693838
2843,2843011,22053,1.110474
2844,2844015,34680,1.746303
2845,2845012,46667,2.349906
2846,2846008,53453,2.691614
2847,2847012,52508,2.644028
2848,2848008,44186,2.224976
2849,2849012,31559,1.589146
2850,2850010,19588,0.986349
2851,2851014,12723,0.640664
2852,2852010,13699,0.689810
2853,2853014,22037,1.109668
2854,2854010,34696,1.747109
2855,2855014,46715,2.352323
2856,2856011,53469,2.692419
2857,2857014,52620,2.649668
2858,2858011,44186,2.224976
2859,2859015,31495,1.585924
2860,2860011,19556,0.984738
2861,2861008,12755,0.642275
2862,2862012,13731,0.691421
2863,2863008,22005,1.108057
2864,2864012,34632,1.743886
2865,2865014,46651,2.349100
2866,2866014,53437,2.690808
2867,2867011,52428,2.640000
2868,2868015,44122,2.221753
2869,2869011,31543,1.588340
2870,2870015,19556,0.984738
2871,2871011,12771,0.643081
2872,2872008,13587,0.684170
2873,2873013,22069,1.111280
2874,2874010,34600,1.742275
2875,2875014,46667,2.349906
2876,2876011,53421,2.690002
2877,2877015,52460,2.641611
2878,2878011,44138,2.222559
2879,2879015,31447,1.583506
2880,2880011,19492,0.981515
2881,2881008,12739,0.641469
2882,2882014,13667,0.688199
2883,2883011,21909,1.103223
2884,2884015,34584,1.741469
2885,2885011,46475,2.340238
2886,2886015,53373,2.687585
2887,2887011,52348,2.635972
2888,2888008,44250,2.228198
2889,2889012,31575,1.589952
2890,2890010,19572,0.985544
2891,2891014,12723,0.640664
2892,2892011,13507,0.680142
2893,2893015,21957,1.105640
2894,2894011,34504,1.737441
2895,2895008,46523,2.342655
2896,2896012,53565,2.697253
2897,2897009,52540,2.645640
2898,2898014,44090,2.220142
2899,2899011,31623,1.592369
2900,2900015,19364,0.975070
2901,2901011,12595,0.634218
2902,2902015,13635,0.686587
2903,2903011,22085,1.112085
2904,2904008,34664,1.745498
2905,2905012,46747,2.353934
2906,2906009,53517,2.694836
2907,2907013,52636,2.650474
2908,2908009,44170,2.224170
2909,2909013,31575,1.589952
2910,2910010,19572,0.985544
2911,2911014,12675,0.638247
2912,2912010,13683,0.689004
2913,2913008,21941,1.104834
2914,2914013,34648,1.744692
2915,2915010,46539,2.343460
2916,2916014,53325,2.685168
2917,2917010,52476,2.642417
2918,2918014,44122,2.221753
2919,2919010,31527,1.587535
2920,2920014,19476,0.980709
2921,2921012,12739,0.641469
2922,2922010,13571,0.683365
2923,2923014,21749,1.095166
2924,2924010,34616,1.743081
2925,2925014,46779,2.355546
2926,2926010,53501,2.694030
2927,2927014,52604,2.648862
2928,2928011,44250,2.228198
2929,2929008,31463,1.584312
2930,2930013,19604,0.987155
2931,2931009,12787,0.643886
2932,2932013,13635,0.686587
2933,2933010,22101,1.112891
2934,2934014,34632,1.743886
2935,2935010,46651,2.349100
2936,2936014,53501,2.694030
2937,2937011,52524,2.644834
2938,2938009,44170,2.224170
2939,2939013,31495,1.585924
2940,2940009,19588,0.986349
2941,2941013,12771,0.643081
2942,2942009,13699,0.689810
2943,2943013,22053,1.110474
2944,2944010,34616,1.743081
2945,2945010,46619,2.347489
2946,2946015,53437,2.690808
2947,2947011,52492,2.643222
2948,2948008,43930,2.212085
2949,2949012,31559,1.589146
2950,2950008,19604,0.987155
2951,2951012,12579,0.633413
2952,2952008,13587,0.684170
2953,2953014,21813,1.098389
2954,2954012,34424,1.733413
2955,2955009,46475,2.340238
2956,2956013,53549,2.696448
2957,2957009,52572,2.647251
2958,2958013,44106,2.220948
2959,2959009,31591,1.590758
2960,2960013,19540,0.983932
2961,2961012,12771,0.643081
2962,2962009,13699,0.689810
2963,2963013,22037,1.109668
2964,2964009,34600,1.742275
2965,2965013,46683,2.350712
2966,2966010,53405,2.689196
2967,2967014,52556,2.646445
2968,2968010,44202,2.225782
2969,2969009,31591,1.590758
2970,2970013,19540,0.983932
2971,2971009,12755,0.642275
2972,2972013,13795,0.694644
2973,2973010,22053,1.110474
2974,2974014,34680,1.746303
2975,2975010,46619,2.347489
2976,2976014,53437,2.690808
2977,2977014,52508,2.644028
2978,2978011,44122,2.221753
2979,2979015,31511,1.586729
2980,2980011,19540,0.983932
2981,2981015,12707,0.639858
2982,2982011,13715,0.690616
2983,2983008,21941,1.104834
2984,2984012,34520,1.738247
2985,2985011,46795,2.356352
2986,2986010,53565,2.697253
2987,2987014,52524,2.644834
2988,2988011,44138,2.222559
2989,2989015,31671,1.594786
2990,2990011,19604,0.987155
2991,2991015,12739,0.641469
2992,2992011,13603,0.684976
2993,2993011,22037,1.109668
2994,2994010,34504,1.737441
2995,2995014,46459,2.339432
2996,2996010,53261,2.681946
2997,2997014,52364,2.636777
2998,2998010,44090,2.220142
2999,2999014,31303,1.576255
3000,3000011,19444,0.979098
3001,3001011,12771,0.643081
3002,3002010,13731,0.691421
3003,3003015,22133,1.114502
3004,3004012,34680,1.746303
3005,3005008,46619,2.347489
3006,3006012,53501,2.694030
3007,3007008,52636,2.650474
3008,3008012,44138,2.222559
3009,3009013,31543,1.588340
3010,3010010,19620,0.987961
3011,3011014,12787,0.643886
3012,3012011,13747,0.692227
3013,3013015,22133,1.114502
3014,3014011,34680,1.746303
3015,3015015,46651,2.349100
3016,3016011,53437,2.690808
3017,3017012,52508,2.644028
3018,3018011,44170,2.224170
3019,3019015,31495,1.585924
3020,3020011,19572,0.985544
3021,3021015,12723,0.640664
3022,3022011,13715,0.690616
3023,3023008,22005,1.108057
3024,3024012,34648,1.744692
3025,3025012,46619,2.347489
3026,3026010,53421,2.690002
3027,3027014,52428,2.640000
3028,3028010,44106,2.220948
3029,3029014,31511,1.586729
3030,3030010,19604,0.987155
3031,3031014,12563,0.632607
3032,3032011,13411,0.675308
3033,3033013,22133,1.114502
3034,3034011,34712,1.747915
3035,3035015,46731,2.353129
3036,3036011,53469,2.692419
3037,3037008,52540,2.645640
3038,3038012,44170,2.224170
3039,3039008,31575,1.589952
3040,3040012,19556,0.984738
3041,3041014,12723,0.640664
3042,3042013,13699,0.689810
3043,3043010,22005,1.108057
3044,3044014,34616,1.743081
3045,3045010,46587,2.345878
3046,3046014,53485,2.693225
3047,3047010,52460,2.641611
3048,3048014,44122,2.221753
3049,3049008,31591,1.590758
3050,3050014,19556,0.984738
3051,3051010,12739,0.641469
3052,3052014,13731,0.691421
3053,3053010,22021,1.108862
3054,3054014,34680,1.746303
3055,3055011,46507,2.341849
3056,3056015,53373,2.687585
3057,3057011,52460,2.641611
3058,3058008,44154,2.223364
3059,3059012,31511,1.586729
3060,3060009,19588,0.986349
3061,3061013,12755,0.642275
3062,3062009,13683,0.689004
3063,3063013,22085,1.112085
3064,3064009,34664,1.745498
3065,3065012,46571,2.345072
3066,3066010,53373,2.687585
3067,3067014,52492,2.643222
3068,3068010,44010,2.216114
3069,3069014,31559,1.589146
3070,3070010,19620,0.987961
3071,3071014,12739,0.641469
3072,3072011,13603,0.684976
3073,3073014,22037,1.109668
3074,3074011,34664,1.745498
3075,3075015,46667,2.349906
3076,3076011,53421,2.690002
3077,3077015,52540,2.645640
3078,3078011,44122,2.221753
3079,3079008,31623,1.592369
3080,3080012,19524,0.983127
3081,3081015,12739,0.641469
3082,3082012,13651,0.687393
3083,3083009,21973,1.106445
3084,3084013,34600,1.742275
3085,3085009,46507,2.341849
3086,3086013,53293,2.683557
3087,3087009,52364,2.636777
3088,3088013,44138,2.222559
3089,3089009,31623,1.592369
3090,3090013,19636,0.988766
3091,3091010,12771,0.643081
3092,3092014,13779,0.693838
3093,3093010,22117,1.113696
3094,3094014,34760,1.750332
3095,3095010,46683,2.350712
3096,3096014,53501,2.694030
3097,3097011,52524,2.644834
3098,3098010,44138,2.222559
3099,3099014,31591,1.590758
3100,3100011,19604,0.987155
3101,3101015,12787,0.643886
3102,3102011,13763,0.693033
3103,3103015,21925,1.104028
3104,3104011,34712,1.747915
3105,3105008,46651,2.349100
3106,3106012,53501,2.694030
3107,3107009,52572,2.647251
3108,3108013,44186,2.224976
3109,3109009,31575,1.589952
3110,3110013,19572,0.985544
3111,3111009,12771,0.643081
3112,3112013,13667,0.688199
3113,3113010,22021,1.108862
3114,3114008,34584,1.741469
3115,3115012,46571,2.345072
3116,3116009,53389,2.688391
3117,3117013,52460,2.641611
3118,3118009,44154,2.223364
3119,3119013,31511,1.586729
3120,3120009,19604,0.987155
3121,3121014,12771,0.643081
3122,3122012,13683,0.689004
3123,3123009,21973,1.106445
3124,3124013,34600,1.742275
3125,3125009,46571,2.345072
3126,3126013,53389,2.688391
3127,3127009,52492,2.643222
3128,3128013,44138,2.222559
3129,3129011,31527,1.587535
3130,3130010,19604,0.987155
3131,3131015,12739,0.641469
3132,3132011,13715,0.690616
3133,3133015,22085,1.112085
3134,3134011,34632,1.743886
3135,3135008,46507,2.341849
3136,3136012,53405,2.689196
3137,3137010,52524,2.644834
3138,3138009,44170,2.224170
3139,3139013,31415,1.581895
3140,3140010,19492,0.981515
3141,3141014,12659,0.637441
3142,3142010,13523,0.680948
3143,3143014,21861,1.100806
3144,3144010,34696,1.747109
3145,3145008,46731,2.353129
3146,3146013,53581,2.698059
3147,3147010,52572,2.647251
3148,3148014,44218,2.226587
3149,3149010,31655,1.593980
3150,3150014,19604,0.987155
3151,3151010,12771,0.643081
3152,3152014,13795,0.694644
3153,3153013,22053,1.110474
3154,3154010,34680,1.746303
3155,3155014,46635,2.348295
3156,3156010,53453,2.691614
3157,3157014,52524,2.644834
3158,3158010,44106,2.220948
3159,3159014,31479,1.585118
3160,3160011,19588,0.986349
3161,3161009,12755,0.642275
3162,3162013,13731,0.691421
3163,3163009,21941,1.104834
3164,3164013,34648,1.744692
3165,3165010,46587,2.345878
3166,3166014,53405,2.689196
3167,3167010,52476,2.642417
3168,3168014,43930,2.212085
3169,3169013,31383,1.580284
3170,3170010,19540,0.983932
3171,3171014,12579,0.633413
3172,3172010,13731,0.691421
3173,3173014,22117,1.113696
3174,3174010,34680,1.746303
3175,3175014,46699,2.351518
3176,3176011,53565,2.697253
3177,3177009,52636,2.650474
3178,3178008,44234,2.227393
3179,3179012,31607,1.591563
3180,3180008,19652,0.989572
3181,3181012,12723,0.640664
3182,3182009,13699,0.689810
3183,3183013,22085,1.112085
3184,3184009,34696,1.747109
3185,3185008,46651,2.349100
3186,3186015,53581,2.698059
3187,3187012,52620,2.649668
3188,3188008,44234,2.227393
3189,3189012,31607,1.591563
3190,3190009,19620,0.987961
3191,3191013,12787,0.643886
3192,3192009,13683,0.689004
3193,3193009,22005,1.108057
3194,3194014,34632,1.743886
3195,3195011,46587,2.345878
3196,3196014,53453,2.691614
3197,3197011,52508,2.644028
3198,3198015,44090,2.220142
3199,3199011,31591,1.590758
3200,3200008,19652,0.989572
3201,3201008,12531,0.630996
3202,3202013,13491,0.679336
3203,3203010,21829,1.099194
3204,3204014,34744,1.749526
3205,3205010,46475,2.340238
3206,3206014,53405,2.689196
3207,3207010,52572,2.647251
3208,3208014,44234,2.227393
3209,3209015,31591,1.590758
3210,3210012,19572,0.985544
3211,3211009,12803,0.644692
3212,3212013,13715,0.690616
3213,3213009,22053,1.110474
3214,3214013,34792,1.751943
3215,3215010,46635,2.348295
3216,3216014,53373,2.687585
3217,3217013,52396,2.638389
3218,3218011,44026,2.216919
3219,3219015,31351,1.578672
3220,3220011,19428,0.978292
3221,3221008,12723,0.640664
3222,3222012,13683,0.689004
3223,3223008,21973,1.106445
3224,3224012,34536,1.739052
3225,3225013,46603,2.346684
3226,3226009,53565,2.697253
3227,3227013,52620,2.649668
3228,3228010,44282,2.229810
3229,3229014,31623,1.592369
3230,3230010,19604,0.987155
3231,3231014,12803,0.644692
3232,3232010,13731,0.691421
3233,3233010,22069,1.111280
3234,3234014,34728,1.748720
3235,3235011,46523,2.342655
3236,3236015,53389,2.688391
3237,3237011,52476,2.642417
3238,3238008,44154,2.223364
3239,3239012,31527,1.587535
3240,3240008,19556,0.984738
3241,3241008,12739,0.641469
3242,3242014,13667,0.688199
3243,3243011,22005,1.108057
3244,3244015,34616,1.743081
3245,3245011,46619,2.347489
3246,3246015,53389,2.688391
3247,3247011,52556,2.646445
3248,3248008,44186,2.224976
3249,3249009,31575,1.589952
3250,3250013,19540,0.983932
3251,3251010,12739,0.641469
3252,3252014,13699,0.689810
3253,3253010,21957,1.105640
3254,3254014,34552,1.739858
3255,3255011,46443,2.338627
3256,3256015,53501,2.694030
3257,3257008,52540,2.645640
3258,3258012,44234,2.227393
3259,3259009,31607,1.591563
3260,3260013,19588,0.986349
3261,3261009,12787,0.643886
3262,3262013,13699,0.689810
3263,3263009,22021,1.108862
3264,3264013,34504,1.737441
3265,3265008,46427,2.337821
3266,3266013,53357,2.686780
3267,3267009,52348,2.635972
3268,3268013,44042,2.217725
3269,3269010,31463,1.584312
3270,3270014,19412,0.977487
3271,3271010,12547,0.631801
3272,3272014,13603,0.684976
3273,3273014,22165,1.116114
3274,3274011,34792,1.751943
3275,3275008,46651,2.349100
3276,3276012,53469,2.692419
3277,3277008,52540,2.645640
3278,3278012,44058,2.218530
3279,3279009,31655,1.593980
3280,3280013,19348,0.974264
3281,3281014,12579,0.633413
3282,3282011,13715,0.690616
3283,3283015,22133,1.114502
3284,3284011,34664,1.745498
3285,3285008,46603,2.346684
3286,3286012,53437,2.690808
3287,3287008,52508,2.644028
3288,3288012,44186,2.224976
3289,3289014,31623,1.592369
3290,3290011,19636,0.988766
3291,3291015,12787,0.643886
3292,3292011,13715,0.690616
3293,3293008,22037,1.109668
3294,3294012,34648,1.744692
3295,3295008,46571,2.345072
3296,3296012,53437,2.690808
3297,3297014,52508,2.644028
3298,3298011,44186,2.224976
3299,3299015,31543,1.588340
3300,3300011,19604,0.987155
3301,3301008,12835,0.646303
3302,3302012,13715,0.690616
3303,3303008,22037,1.109668
3304,3304012,34824,1.753555
3305,3305008,46603,2.346684
3306,3306015,53485,2.693225
3307,3307011,52476,2.642417
3308,3308015,44090,2.220142
3309,3309011,31559,1.589146
3310,3310008,19604,0.987155
3311,3311012,12819,0.645498
3312,3312008,13667,0.688199
3313,3313013,22037,1.109668
3314,3314011,34648,1.744692
3315,3315015,46651,2.349100
3316,3316011,53405,2.689196
3317,3317008,52460,2.641611
3318,3318012,44010,2.216114
3319,3319008,31511,1.586729
3320,3320012,19396,0.976681
3321,3321015,12803,0.644692
3322,3322012,13715,0.690616
3323,3323009,22037,1.109668
3324,3324013,34696,1.747109
3325,3325009,46635,2.348295
3326,3326013,53485,2.693225
3327,3327009,52524,2.644834
3328,3328013,44138,2.222559
3329,3329009,31719,1.597203
3330,3330014,19652,0.989572
3331,3331010,12835,0.646303
3332,3332014,13731,0.691421
3333,3333011,22085,1.112085
3334,3334015,34728,1.748720
3335,3335011,46683,2.350712
3336,3336015,53549,2.696448
3337,3337012,52460,2.641611
3338,3338010,44234,2.227393
3339,3339014,31575,1.589952
3340,3340010,19572,0.985544
3341,3341014,12707,0.639858
3342,3342011,13699,0.689810
3343,3343015,22085,1.112085
3344,3344011,34696,1.747109
3345,3345008,46571,2.345072
3346,3346013,53453,2.691614
3347,3347009,52460,2.641611
3348,3348013,44122,2.221753
3349,3349009,31575,1.589952
3350,3350013,19556,0.984738
3351,3351010,12723,0.640664
3352,3352014,13683,0.689004
3353,3353009,21893,1.102417
3354,3354014,34568,1.740664
3355,3355010,46411,2.337015
3356,3356014,53277,2.682751
3357,3357010,52444,2.640806
3358,3358014,44234,2.227393
3359,3359011,31399,1.581090
3360,3360015,19572,0.985544
3361,3361013,12579,0.633413
3362,3362010,13747,0.692227
3363,3363014,22069,1.111280
3364,3364010,34616,1.743081
3365,3365014,46731,2.353129
3366,3366011,53421,2.690002
3367,3367015,52380,2.637583
3368,3368011,44090,2.220142
3369,3369009,31591,1.590758
3370,3370015,19364,0.975070
3371,3371011,12691,0.639052
3372,3372015,13667,0.688199
3373,3373011,21989,1.107251
3374,3374008,34504,1.737441
3375,3375012,46507,2.341849
3376,3376008,53341,2.685974
3377,3377014,52460,2.641611
3378,3378011,43994,2.215308
3379,3379015,31479,1.585118
3380,3380011,19556,0.984738
3381,3381015,12723,0.640664
3382,3382011,13651,0.687393
3383,3383008,21989,1.107251
3384,3384012,34712,1.747915
3385,3385010,46635,2.348295
3386,3386009,53421,2.690002
3387,3387013,52476,2.642417
3388,3388009,44138,2.222559
3389,3389013,31559,1.589146
3390,3390009,19572,0.985544
3391,3391013,12739,0.641469
3392,3392010,13667,0.688199
3393,3393008,22005,1.108057
3394,3394012,34616,1.743081
3395,3395009,46603,2.346684
3396,3396013,53453,2.691614
3397,3397009,52476,2.642417
3398,3398013,44250,2.228198
3399,3399010,31575,1.589952
3400,3400014,19556,0.984738
3401,3401012,12755,0.642275
3402,3402010,13699,0.689810
3403,3403014,22053,1.110474
3404,3404010,34584,1.741469
3405,3405014,46587,2.345878
3406,3406011,53389,2.688391
3407,3407015,52524,2.644834
3408,3408011,44106,2.220948
3409,3409009,31559,1.589146
3410,3410014,19556,0.984738
3411,3411010,12723,0.640664
3412,3412014,13699,0.689810
3413,3413011,22021,1.108862
3414,3414015,34760,1.750332
3415,3415011,46523,2.342655
3416,3416015,53405,2.689196
3417,3417014,52492,2.643222
3418,3418013,43962,2.213696
3419,3419011,31559,1.589146
3420,3420015,19620,0.987961
3421,3421011,12803,0.644692
3422,3422015,13683,0.689004
3423,3423011,21989,1.107251
3424,3424008,34568,1.740664
3425,3425014,46683,2.350712
3426,3426012,53341,2.685974
3427,3427008,52476,2.642417
3428,3428012,44138,2.222559
3429,3429009,31591,1.590758
3430,3430013,19524,0.983127
3431,3431009,12739,0.641469
3432,3432013,13603,0.684976
3433,3433012,22069,1.111280
3434,3434010,34536,1.739052
3435,3435014,46539,2.343460
3436,3436010,53389,2.688391
3437,3437014,52492,2.643222
3438,3438011,44042,2.217725
3439,3439015,31495,1.585924
3440,3440011,19412,0.977487
3441,3441011,12675,0.638247
3442,3442009,13603,0.684976
3443,3443013,22037,1.109668
3444,3444009,34520,1.738247
3445,3445013,46539,2.343460
3446,3446009,53501,2.694030
3447,3447013,52508,2.644028
3448,3448010,44202,2.225782
3449,3449010,31367,1.579478
3450,3450009,19412,0.977487
3451,3451013,12547,0.631801
3452,3452009,13683,0.689004
3453,3453013,22101,1.112891
3454,3454010,34584,1.741469
3455,3455014,46667,2.349906
3456,3456010,53485,2.693225
3457,3457010,52604,2.648862
3458,3458015,44186,2.224976
3459,3459012,31559,1.589146
3460,3460008,19652,0.989572
3461,3461012,12595,0.634218
3462,3462008,13523,0.680948
3463,3463012,21861,1.100806
3464,3464009,34536,1.739052
3465,3465009,46427,2.337821
3466,3466013,53469,2.692419
3467,3467010,52524,2.644834
3468,3468014,44026,2.216919
3469,3469010,31655,1.593980
3470,3470014,19604,0.987155
3471,3471011,12739,0.641469
3472,3472015,13763,0.693033
3473,3473008,22069,1.111280
3474,3474014,34680,1.746303
3475,3475011,46603,2.346684
3476,3476015,53469,2.692419
3477,3477011,52412,2.639194
3478,3478008,44074,2.219336
3479,3479012,31511,1.586729
3480,3480008,19620,0.987961
3481,3481009,12787,0.643886
3482,3482014,13699,0.689810
3483,3483011,22021,1.108862
3484,3484015,34616,1.743081
3485,3485011,46587,2.345878
3486,3486015,53325,2.685168
3487,3487011,52428,2.640000
3488,3488008,44234,2.227393
3489,3489008,31687,1.595592
3490,3490014,19620,0.987961
3491,3491011,12739,0.641469
3492,3492014,13747,0.692227
3493,3493011,22069,1.111280
3494,3494015,34760,1.750332
3495,3495011,46683,2.350712
3496,3496015,53501,2.694030
3497,3497010,52636,2.650474
3498,3498014,44202,2.225782
3499,3499011,31591,1.590758
3500,3500015,19540,0.983932
3501,3501011,12787,0.643886
3502,3502015,13715,0.690616
3503,3503011,22037,1.109668
3504,3504008,34568,1.740664
3505,3505010,46587,2.345878
3506,3506014,53405,2.689196
3507,3507010,52444,2.640806
3508,3508014,44138,2.222559
3509,3509010,31607,1.591563
3510,3510014,19540,0.983932
3511,3511011,12771,0.643081
3512,3512015,13747,0.692227
3513,3513009,22053,1.110474
3514,3514014,34664,1.745498
3515,3515010,46587,2.345878
3516,3516014,53389,2.688391
3517,3517011,52396,2.638389
3518,3518015,44042,2.217725
3519,3519011,31479,1.585118
3520,3520015,19524,0.983127
3521,3521010,12707,0.639858
3522,3522008,13491,0.679336
3523,3523012,21893,1.102417
3524,3524009,34552,1.739858
3525,3525013,46475,2.340238
3526,3526009,53325,2.685168
3527,3527013,52620,2.649668
3528,3528009,44234,2.227393
3529,3529012,31623,1.592369
3530,3530010,19652,0.989572
3531,3531014,12739,0.641469
3532,3532010,13715,0.690616
3533,3533014,22085,1.112085
3534,3534010,34696,1.747109
3535,3535014,46779,2.355546
3536,3536011,53549,2.696448
3537,3537014,52508,2.644028
3538,3538010,44250,2.228198
3539,3539014,31623,1.592369
3540,3540011,19524,0.983127
3541,3541015,12803,0.644692
3542,3542011,13731,0.691421
3543,3543015,22165,1.116114
3544,3544011,34680,1.746303
3545,3545008,46699,2.351518
3546,3546014,53533,2.695642
3547,3547010,52588,2.648057
3548,3548014,44186,2.224976
3549,3549010,31607,1.591563
3550,3550014,19540,0.983932
3551,3551011,12755,0.642275
3552,3552015,13699,0.689810
3553,3553012,22149,1.115308
3554,3554009,34568,1.740664
3555,3555013,46571,2.345072
3556,3556010,53389,2.688391
3557,3557014,52460,2.641611
3558,3558010,44090,2.220142
3559,3559014,31447,1.583506
3560,3560010,19572,0.985544
3561,3561014,12595,0.634218
3562,3562012,13571,0.683365
3563,3563009,21701,1.092749
3564,3564013,34472,1.735830
3565,3565009,46571,2.345072
3566,3566013,53293,2.683557
3567,3567010,52652,2.651280
3568,3568014,44202,2.225782
3569,3569011,31591,1.590758
3570,3570008,19524,0.983127
3571,3571012,12787,0.643886
3572,3572009,13715,0.690616
3573,3573013,22101,1.112891
3574,3574009,34664,1.745498
3575,3575013,46747,2.353934
3576,3576009,53469,2.692419
3577,3577013,52572,2.647251
3578,3578010,44186,2.224976
3579,3579014,31527,1.587535
3580,3580010,19620,0.987961
3581,3581014,12787,0.643886
3582,3582011,13699,0.689810
3583,3583015,22149,1.115308
3584,3584011,34728,1.748720
3585,3585008,46651,2.349100
3586,3586012,53325,2.685168
3587,3587009,52396,2.638389
3588,3588013,43962,2.213696
3589,3589009,31511,1.586729
3590,3590013,19412,0.977487
3591,3591010,12579,0.633413
3592,3592014,13571,0.683365
3593,3593011,21957,1.105640
3594,3594009,34680,1.746303
3595,3595013,46731,2.353129
3596,3596010,53533,2.695642
3597,3597014,52620,2.649668
3598,3598010,44298,2.230616
3599,3599014,31543,1.588340
3600,3600010,19636,0.988766
3601,3601008,12627,0.635830
3602,3602013,13587,0.684170
3603,3603009,21877,1.101611
3604,3604013,34520,1.738247
3605,3605009,46667,2.349906
3606,3606013,53549,2.696448
3607,3607010,52668,2.652085
3608,3608014,44170,2.224170
3609,3609011,31607,1.591563
3610,3610008,19604,0.987155
3611,3611012,12803,0.644692
3612,3612009,13683,0.689004
3613,3613013,22053,1.110474
3614,3614009,34568,1.740664
3615,3615013,46571,2.345072
3616,3616009,53341,2.685974
3617,3617009,52540,2.645640
3618,3618014,44122,2.221753
3619,3619011,31511,1.586729
3620,3620014,19396,0.976681
3621,3621011,12771,0.643081
3622,3622015,13667,0.688199
3623,3623011,22005,1.108057
3624,3624008,34632,1.743886
3625,3625013,46603,2.346684
3626,3626010,53357,2.686780
3627,3627014,52460,2.641611
3628,3628010,44154,2.223364
3629,3629014,31527,1.587535
3630,3630011,19556,0.984738
3631,3631015,12723,0.640664
3632,3632011,13715,0.690616
3633,3633010,22037,1.109668
3634,3634015,34664,1.745498
3635,3635011,46587,2.345878
